Num_Acc,road_type,road_surface,infrastructure,situation,speed_limit,road_profile,road_layout
202400012252,4,2,0,1,70,1,1
202400012253,2,2,0,1,110,1,1
202400012254,3,1,0,1,50,1,1
202400012255,3,1,0,8,90,1,3
202400012256,4,1,0,1,70,1,1
202400012257,2,2,0,8,80,2,3
202400012258,4,2,0,1,50,1,1
202400012259,2,1,0,1,70,2,3
202400012260,4,2,0,1,70,1,1
202400012261,4,2,0,1,50,2,2
202400012262,7,2,0,1,70,2,3
202400012263,4,1,0,1,50,1,1
202400012264,3,1,0,1,50,1,1
202400012265,4,2,0,1,50,1,1
202400012266,4,2,0,1,50,2,1
202400012267,4,1,0,1,50,2,1
202400012268,3,1,0,1,80,1,3
202400012269,4,2,0,1,30,1,1
202400012270,3,1,9,3,90,1,3
202400012271,4,1,0,1,70,1,1
202400012272,4,2,0,4,50,1,1
202400012273,7,2,0,8,90,2,3
202400012274,2,1,0,1,80,1,2
202400012275,4,1,0,1,50,1,1
202400012276,4,1,0,1,30,1,1
202400012277,4,1,0,3,30,1,1
202400012278,3,1,0,1,80,1,1
202400012279,3,1,0,3,80,1,2
202400012280,2,2,0,2,70,1,1
202400012281,4,1,0,1,30,1,1
202400012282,4,2,0,3,50,1,1
202400012283,4,1,0,1,30,1,1
202400012284,3,1,0,1,80,2,1
202400012285,4,1,0,1,50,1,1
202400012286,4,9,-1,6,30,1,1
202400012287,4,1,0,8,50,1,1
202400012288,3,1,0,1,90,2,1
202400012289,4,1,0,1,50,1,3
202400012290,4,1,5,1,50,1,2
202400012291,4,1,0,1,50,1,1
202400012292,4,1,0,4,50,2,3
202400012293,3,1,0,1,90,1,1
202400012294,3,2,0,1,110,1,1
202400012295,4,2,0,1,30,2,1
202400012296,4,1,0,1,50,1,1
202400012297,3,1,0,1,50,1,1
202400012298,3,1,0,1,80,1,1
202400012299,3,2,0,3,70,1,2
202400012300,3,1,9,1,50,1,2
202400012301,3,1,0,6,30,1,1
202400012302,4,1,0,1,30,1,1
202400012303,4,1,9,1,50,1,1
202400012304,7,1,9,1,50,1,1
202400012305,4,1,0,1,50,2,1
202400012306,3,1,0,1,50,1,1
202400012307,3,1,0,1,-1,1,1
202400012308,4,2,0,1,30,1,1
202400012309,4,1,0,1,50,1,1
202400012310,3,1,0,1,90,1,4
202400012311,4,2,9,5,50,2,1
202400012312,4,1,0,1,50,1,1
202400012313,3,2,0,1,110,1,2
202400012314,4,1,0,1,50,1,1
202400012315,4,1,0,1,30,1,3
202400012316,4,1,-1,6,30,2,1
202400012317,4,1,0,1,50,1,1
202400012318,7,1,0,1,30,1,1
202400012319,4,1,0,1,-1,1,1
202400012320,4,1,0,1,30,1,1
202400012321,2,1,0,1,110,1,1
202400012322,4,1,0,1,50,1,1
202400012323,4,1,0,1,-1,1,1
202400012324,2,1,0,3,80,1,1
202400012325,4,1,0,1,30,1,1
202400012326,4,1,0,1,30,1,1
202400012327,3,1,0,1,50,1,1
202400012328,3,2,0,1,90,1,1
202400012329,4,1,5,1,30,1,1
202400012330,3,2,0,1,80,1,1
202400012331,4,2,0,1,30,1,1
202400012332,3,1,0,1,50,1,1
202400012333,4,1,0,1,30,2,1
202400012334,3,1,0,1,80,1,1
202400012335,4,1,0,1,30,1,1
202400012336,3,2,0,1,50,2,1
202400012337,4,1,-1,6,50,1,1
202400012338,3,1,0,1,50,1,1
202400012339,4,1,5,1,50,1,1
202400012340,3,1,0,1,80,1,1
202400012341,4,1,8,1,30,1,1
202400012342,3,7,0,1,90,1,2
202400012343,2,1,0,3,50,1,1
202400012344,4,1,0,1,50,1,1
202400012345,4,1,-1,5,30,1,1
202400012346,3,1,6,6,50,1,1
202400012347,4,1,0,1,50,1,1
202400012348,4,1,0,1,50,1,1
202400012349,2,1,0,1,70,2,3
202400012350,3,1,0,1,50,1,2
202400012351,4,2,0,1,-1,1,1
202400012352,4,1,0,3,80,2,1
202400012353,4,1,9,1,30,1,1
202400012354,4,1,0,1,50,1,1
202400012355,4,1,0,3,80,1,3
202400012356,3,1,0,1,80,1,1
202400012357,4,1,0,1,80,2,1
202400012358,3,1,0,1,50,1,1
202400012359,3,1,0,3,80,1,1
202400012360,3,1,0,3,70,1,1
202400012361,4,1,0,1,50,1,1
202400012362,4,1,0,1,50,1,1
202400012363,3,1,0,3,80,2,2
202400012364,4,1,0,1,50,1,1
202400012365,3,2,0,3,80,1,1
202400012366,3,1,0,1,-1,2,1
202400012367,4,1,0,1,50,1,1
202400012368,3,2,0,3,80,1,1
202400012369,2,1,3,1,70,2,3
202400012370,6,1,6,6,30,1,1
202400012371,3,1,0,1,80,1,4
202400012372,3,2,0,1,80,1,3
202400012373,7,1,0,1,50,1,1
202400012374,3,1,0,3,90,2,1
202400012375,4,2,0,3,50,1,2
202400012376,4,1,0,1,50,1,1
202400012377,1,1,0,1,90,1,1
202400012378,3,1,0,1,50,1,1
202400012379,1,1,0,1,70,1,1
202400012380,4,1,0,1,50,1,1
202400012381,3,2,0,1,80,1,1
202400012382,1,1,0,6,90,2,1
202400012383,4,1,0,6,50,1,1
202400012384,1,1,0,1,50,2,4
202400012385,4,1,0,1,50,1,1
202400012386,3,7,0,1,80,1,2
202400012387,3,1,0,1,30,1,1
202400012388,2,2,0,1,90,2,1
202400012389,2,2,0,2,70,1,1
202400012390,4,1,0,1,50,1,3
202400012391,1,2,0,1,70,1,3
202400012392,3,2,0,1,80,1,3
202400012393,2,1,3,1,90,1,1
202400012394,2,1,3,1,110,1,1
202400012395,1,1,0,1,90,1,1
202400012396,3,1,0,1,90,1,1
202400012397,4,1,-1,1,50,1,1
202400012398,4,1,0,1,50,2,1
202400012399,3,2,2,1,50,1,2
202400012400,4,1,1,1,50,1,1
202400012401,4,1,0,8,30,2,1
202400012402,1,2,3,1,130,1,1
202400012403,4,1,0,8,50,1,3
202400012404,1,2,5,1,50,3,2
202400012405,3,1,5,1,50,2,2
202400012406,4,1,5,1,50,1,1
202400012407,4,1,0,1,50,1,1
202400012408,4,1,0,1,50,1,1
202400012409,4,1,0,1,50,2,1
202400012410,4,1,0,1,-1,1,1
202400012411,3,1,0,1,50,1,1
202400012412,4,1,0,1,50,1,1
202400012413,4,1,0,1,30,1,1
202400012414,4,1,0,1,50,1,1
202400012415,1,1,2,1,90,1,1
202400012416,3,1,0,1,80,1,1
202400012417,1,1,0,1,130,1,1
202400012418,4,1,0,1,30,1,1
202400012419,4,1,0,1,50,1,1
202400012420,4,1,0,1,-1,1,1
202400012421,4,1,0,5,50,1,1
202400012422,2,1,-1,8,-1,-1,1
202400012423,4,1,6,1,50,1,1
202400012424,4,1,0,1,50,1,1
202400012425,2,1,0,1,70,1,1
202400012426,2,1,0,1,80,1,1
202400012427,4,1,0,1,50,2,3
202400012428,4,1,0,8,50,2,1
202400012429,3,1,0,1,30,1,2
202400012430,4,1,0,1,50,2,1
202400012431,3,1,0,1,70,1,1
202400012432,3,1,0,1,50,1,1
202400012433,3,1,0,1,70,1,1
202400012434,2,1,0,1,80,2,1
202400012435,3,2,0,1,50,1,1
202400012436,4,1,0,1,50,1,1
202400012437,4,1,0,1,50,1,1
202400012438,3,1,0,3,80,1,2
202400012439,4,2,5,1,50,1,1
202400012440,3,1,0,1,50,1,1
202400012441,3,1,3,1,70,1,2
202400012442,3,1,0,1,50,1,1
202400012443,4,1,0,1,50,1,1
202400012444,4,1,0,1,50,2,1
202400012445,3,2,0,1,80,1,1
202400012446,2,1,0,1,90,2,1
202400012447,2,1,0,1,50,2,3
202400012448,1,2,0,1,110,1,1
202400012449,3,1,0,1,50,1,1
202400012450,4,1,0,1,70,1,1
202400012451,4,1,0,1,70,1,1
202400012452,3,1,5,1,50,1,1
202400012453,3,1,0,1,50,1,1
202400012454,4,1,0,1,30,1,1
202400012455,1,1,0,1,90,1,1
202400012456,3,1,0,1,50,1,1
202400012457,3,1,0,1,80,2,1
202400012458,4,1,0,1,30,1,2
202400012459,4,2,5,1,50,1,2
202400012460,3,2,0,5,50,1,1
202400012461,4,1,0,5,30,1,1
202400012462,2,2,0,1,90,1,1
202400012463,3,1,0,1,-1,1,1
202400012464,4,1,0,1,30,1,1
202400012465,7,1,0,1,50,1,3
202400012466,3,1,0,1,90,1,1
202400012467,4,1,0,1,30,1,1
202400012468,3,1,0,1,50,1,1
202400012469,7,2,0,1,70,2,2
202400012470,4,1,0,1,50,1,1
202400012471,4,1,-1,5,-1,1,1
202400012472,4,2,0,1,50,1,3
202400012473,4,2,0,1,30,1,1
202400012474,9,1,9,8,50,1,1
202400012475,4,2,0,1,50,1,1
202400012476,4,1,0,3,50,1,1
202400012477,4,1,-1,6,50,1,1
202400012478,4,1,0,1,50,1,1
202400012479,3,1,0,1,60,2,3
202400012480,3,1,0,1,50,1,1
202400012481,4,2,0,1,30,2,1
202400012482,4,1,0,1,30,1,1
202400012483,3,1,0,1,50,2,1
202400012484,4,1,0,1,50,2,3
202400012485,1,2,0,1,50,1,1
202400012486,4,1,0,1,70,1,1
202400012487,4,1,0,1,30,1,2
202400012488,3,2,0,1,70,1,1
202400012489,3,1,5,1,50,2,1
202400012490,4,1,0,1,50,1,1
202400012491,3,1,0,1,50,1,1
202400012492,3,1,0,1,50,1,1
202400012493,4,1,0,4,30,1,1
202400012494,4,1,0,1,50,1,1
202400012495,7,2,-1,1,50,1,1
202400012496,9,1,0,1,50,1,1
202400012497,4,2,0,1,50,2,1
202400012498,4,1,0,1,50,1,1
202400012499,3,1,0,1,80,1,1
202400012500,3,1,0,1,30,1,1
202400012501,4,1,0,1,50,1,1
202400012502,2,1,5,1,50,1,1
202400012503,4,1,0,1,30,2,1
202400012504,4,1,9,1,50,1,1
202400012505,4,1,0,1,50,1,1
202400012506,3,1,0,1,40,1,1
202400012507,4,1,0,1,30,1,1
202400012508,4,1,0,1,50,1,1
202400012509,3,2,5,1,30,1,1
202400012510,4,2,0,1,50,1,1
202400012511,4,1,0,1,30,1,1
202400012512,4,1,0,1,20,1,1
202400012513,3,1,0,1,50,1,1
202400012514,4,1,0,1,30,2,2
202400012515,4,2,0,1,50,2,1
202400012516,3,1,0,3,80,1,3
202400012517,4,1,-1,5,30,1,1
202400012518,3,1,0,1,50,1,1
202400012519,4,2,0,1,30,2,1
202400012520,4,7,0,1,50,2,3
202400012521,3,1,0,1,80,1,1
202400012522,3,1,0,8,50,1,1
202400012523,2,1,0,3,110,1,1
202400012524,3,1,0,1,50,1,1
202400012525,3,1,0,1,30,1,1
202400012526,7,1,0,1,50,1,1
202400012527,4,1,0,3,30,1,1
202400012528,4,1,0,1,30,1,1
202400012529,4,1,0,1,-1,1,1
202400012530,4,1,0,1,30,1,1
202400012531,4,2,0,1,50,1,1
202400012532,4,9,0,4,50,1,3
202400012533,7,1,2,1,50,1,1
202400012534,3,1,0,1,80,2,1
202400012535,4,7,0,1,50,1,1
202400012536,4,1,0,1,50,1,1
202400012537,1,1,0,1,110,1,1
202400012538,3,2,0,1,30,1,1
202400012539,4,1,0,1,30,1,1
202400012540,2,1,0,1,70,1,2
202400012541,4,1,0,1,50,1,1
202400012542,4,1,0,1,30,1,1
202400012543,3,1,0,1,70,1,1
202400012544,2,2,8,1,110,1,1
202400012545,4,1,0,1,30,1,1
202400012546,4,1,0,1,50,1,1
202400012547,4,1,0,1,30,1,1
202400012548,3,1,0,3,80,1,1
202400012549,3,1,0,1,80,1,1
202400012550,4,1,0,5,30,1,1
202400012551,4,1,0,1,30,1,1
202400012552,3,1,0,1,30,1,1
202400012553,4,1,0,1,50,1,1
202400012554,3,1,0,1,50,1,1
202400012555,3,1,0,1,50,1,1
202400012556,3,1,0,1,50,2,1
202400012557,4,2,0,1,70,1,1
202400012558,2,1,0,1,110,1,1
202400012559,4,2,5,1,50,1,1
202400012560,4,2,0,1,50,1,1
202400012561,3,1,0,1,80,1,1
202400012562,3,1,0,1,80,2,3
202400012563,3,2,1,1,50,2,2
202400012564,4,1,0,1,50,1,1
202400012565,3,1,0,1,70,1,1
202400012566,4,2,0,1,50,1,1
202400012567,3,1,0,1,90,1,3
202400012568,3,1,0,1,80,2,2
202400012569,4,1,0,6,30,1,1
202400012570,4,1,0,1,80,1,1
202400012571,3,2,0,1,50,1,3
202400012572,3,1,5,1,80,1,2
202400012573,3,1,5,4,50,1,1
202400012574,4,2,0,1,50,1,1
202400012575,3,7,0,3,80,1,1
202400012576,3,1,0,1,50,1,1
202400012577,4,1,0,1,50,1,1
202400012578,3,1,0,8,50,1,1
202400012579,3,1,0,1,80,2,1
202400012580,7,1,0,1,110,1,3
202400012581,3,2,0,3,70,1,1
202400012582,4,1,0,4,30,2,2
202400012583,3,1,0,8,50,1,1
202400012584,3,1,0,1,30,1,1
202400012585,4,1,0,1,30,1,1
202400012586,4,2,0,1,50,1,2
202400012587,3,1,0,1,90,1,1
202400012588,3,1,0,1,80,2,2
202400012589,7,1,5,1,50,1,1
202400012590,3,1,0,3,90,1,3
202400012591,3,1,0,1,90,1,2
202400012592,4,1,2,1,50,3,1
202400012593,3,1,0,3,50,1,2
202400012594,3,1,0,3,90,2,4
202400012595,3,1,0,3,80,1,1
202400012596,4,1,5,1,30,1,1
202400012597,3,1,5,1,90,4,3
202400012598,4,2,0,1,50,1,2
202400012599,3,1,0,8,80,1,2
202400012600,4,1,0,1,50,1,2
202400012601,3,1,0,1,70,1,1
202400012602,9,1,9,6,-1,1,1
202400012603,4,1,0,3,50,1,1
202400012604,3,1,0,1,110,1,1
202400012605,4,2,0,1,50,2,1
202400012606,2,1,0,1,80,1,1
202400012607,3,1,0,1,80,1,1
202400012608,4,2,0,1,50,1,1
202400012609,3,1,0,3,80,1,2
202400012610,3,1,0,1,80,1,3
202400012611,4,2,0,1,50,1,1
202400012612,3,1,0,1,90,1,1
202400012613,1,1,0,1,110,1,1
202400012614,3,1,0,5,30,1,1
202400012615,1,1,0,1,130,1,1
202400012616,3,1,0,1,80,1,1
202400012617,4,1,0,4,30,2,1
202400012618,4,2,0,1,50,1,1
202400012619,3,1,0,1,80,1,1
202400012620,4,2,0,3,50,1,1
202400012621,3,1,0,1,80,2,1
202400012622,3,1,0,1,50,1,1
202400012623,4,1,0,1,50,1,1
202400012624,3,1,0,1,80,2,2
202400012625,3,1,0,1,80,2,2
202400012626,4,1,0,4,20,1,1
202400012627,3,1,0,1,80,2,1
202400012628,4,1,0,1,50,1,1
202400012629,4,1,0,1,50,1,3
202400012630,3,1,0,1,80,1,1
202400012631,3,2,0,3,80,1,1
202400012632,4,2,2,8,50,2,3
202400012633,3,1,0,1,90,1,1
202400012634,1,1,2,1,50,3,2
202400012635,2,1,0,3,80,1,1
202400012636,4,1,0,6,30,1,1
202400012637,1,1,0,1,70,1,2
202400012638,4,2,0,1,80,1,3
202400012639,3,1,0,1,90,1,1
202400012640,4,2,0,1,30,3,1
202400012641,1,2,0,1,90,1,1
202400012642,3,1,0,1,80,1,1
202400012643,4,1,0,1,50,1,1
202400012644,3,1,0,1,80,1,1
202400012645,1,1,0,1,130,1,1
202400012646,4,1,0,1,30,1,1
202400012647,3,1,0,1,80,1,1
202400012648,1,1,0,1,110,1,1
202400012649,4,1,0,8,70,1,1
202400012650,4,1,0,1,50,1,1
202400012651,1,1,1,1,50,2,3
202400012652,3,1,0,1,80,1,1
202400012653,4,1,0,1,50,1,1
202400012654,1,1,1,1,70,1,1
202400012655,3,1,0,1,80,1,3
202400012656,3,1,0,8,80,1,1
202400012657,4,1,0,1,50,2,1
202400012658,1,1,0,1,90,1,1
202400012659,3,1,0,3,80,1,2
202400012660,3,1,0,3,50,1,1
202400012661,3,1,0,8,90,1,3
202400012662,3,2,0,1,80,1,1
202400012663,4,1,0,6,50,1,1
202400012664,3,1,0,3,90,1,1
202400012665,3,1,0,1,50,1,1
202400012666,4,1,0,1,50,1,1
202400012667,3,1,0,1,50,1,1
202400012668,3,1,0,1,30,1,1
202400012669,4,1,5,1,30,2,1
202400012670,1,1,0,1,90,1,1
202400012671,3,1,0,1,50,1,1
202400012672,3,1,0,1,30,1,1
202400012673,4,7,5,1,30,1,1
202400012674,4,1,0,1,30,1,3
202400012675,4,2,0,8,50,2,3
202400012676,1,1,0,1,130,1,1
202400012677,3,1,0,1,80,1,1
202400012678,3,1,0,1,50,1,1
202400012679,3,1,0,3,70,1,2
202400012680,4,1,2,1,80,2,4
202400012681,4,1,0,1,-1,1,1
202400012682,3,1,0,1,80,1,1
202400012683,1,1,0,1,130,1,1
202400012684,4,1,0,1,50,1,1
202400012685,4,1,0,6,50,1,1
202400012686,3,1,0,1,50,1,1
202400012687,4,2,0,1,50,1,1
202400012688,4,1,0,1,50,2,1
202400012689,3,2,0,1,70,1,2
202400012690,2,1,0,1,50,1,1
202400012691,3,1,0,1,50,1,1
202400012692,3,1,0,1,90,1,1
202400012693,2,1,0,1,80,2,1
202400012694,4,1,0,1,50,1,1
202400012695,3,1,0,1,50,1,1
202400012696,3,1,0,1,50,1,1
202400012697,4,1,0,1,50,1,1
202400012698,3,1,0,1,80,1,2
202400012699,7,1,0,1,50,1,1
202400012700,3,1,0,1,90,1,1
202400012701,4,2,0,1,50,1,1
202400012702,7,1,0,3,80,1,1
202400012703,4,1,0,1,50,1,2
202400012704,4,1,0,1,50,1,1
202400012705,3,1,0,1,-1,2,1
202400012706,3,1,9,8,50,1,3
202400012707,3,1,0,1,50,3,2
202400012708,5,1,0,6,5,1,1
202400012709,4,1,9,1,50,1,3
202400012710,4,1,0,1,50,1,1
202400012711,3,1,0,3,80,1,1
202400012712,4,1,0,1,50,2,2
202400012713,1,2,0,1,110,2,3
202400012714,3,1,0,1,80,4,3
202400012715,4,1,9,1,50,1,1
202400012716,2,1,5,1,30,1,1
202400012717,3,1,5,1,80,1,1
202400012718,4,1,0,1,50,2,1
202400012719,3,1,5,1,50,2,1
202400012720,4,1,0,1,50,1,1
202400012721,4,1,5,1,30,1,1
202400012722,4,1,0,1,50,1,1
202400012723,3,1,9,1,50,2,3
202400012724,3,1,0,8,50,3,2
202400012725,3,1,3,1,50,1,2
202400012726,3,1,0,1,50,2,3
202400012727,1,1,0,3,110,1,1
202400012728,3,2,0,1,90,1,1
202400012729,1,1,1,1,90,2,2
202400012730,3,7,5,8,50,1,3
202400012731,1,1,0,1,90,1,1
202400012732,4,1,5,1,50,1,3
202400012733,4,1,0,1,30,1,1
202400012734,1,1,0,1,90,1,1
202400012735,4,1,0,1,50,1,1
202400012736,4,1,0,1,30,1,1
202400012737,3,1,6,3,70,1,1
202400012738,2,2,0,3,90,1,1
202400012739,4,1,9,1,50,3,1
202400012740,4,1,0,1,30,1,1
202400012741,4,1,0,1,50,2,1
202400012742,3,1,0,4,30,1,1
202400012743,9,1,9,1,50,1,1
202400012744,4,1,0,1,30,1,1
202400012745,4,1,0,4,50,1,2
202400012746,4,1,0,1,50,1,1
202400012747,2,1,0,1,70,1,1
202400012748,3,1,9,1,70,1,3
202400012749,3,1,0,1,50,1,1
202400012750,2,1,0,1,50,1,1
202400012751,3,1,0,1,50,2,1
202400012752,3,1,0,1,50,1,1
202400012753,2,1,0,1,90,1,1
202400012754,3,1,0,1,50,1,1
202400012755,4,1,0,1,50,1,1
202400012756,4,1,0,8,50,1,1
202400012757,4,1,0,1,50,1,1
202400012758,4,1,0,1,50,1,3
202400012759,4,1,0,1,50,1,1
202400012760,3,1,0,1,80,1,1
202400012761,1,1,0,1,90,1,1
202400012762,4,1,0,8,50,1,1
202400012763,4,1,1,8,30,2,1
202400012764,4,1,0,1,30,1,1
202400012765,1,2,3,1,90,1,1
202400012766,2,2,0,1,50,2,3
202400012767,4,1,9,1,50,1,1
202400012768,4,1,0,1,50,1,1
202400012769,4,1,0,1,50,1,1
202400012770,4,1,9,1,50,1,1
202400012771,4,1,0,1,50,1,1
202400012772,4,1,9,1,50,1,1
202400012773,3,1,0,8,50,1,1
202400012774,3,1,0,1,50,1,1
202400012775,4,1,0,1,30,1,1
202400012776,9,1,0,1,50,1,1
202400012777,3,1,0,1,30,1,1
202400012778,4,1,9,1,50,1,1
202400012779,4,2,0,1,30,1,1
202400012780,3,2,1,1,50,1,1
202400012781,4,2,0,1,30,2,1
202400012782,2,1,5,1,50,1,1
202400012783,3,1,9,2,110,1,1
202400012784,6,1,9,1,50,1,1
202400012785,3,1,0,1,50,1,2
202400012786,3,1,0,1,50,1,1
202400012787,3,1,0,1,50,2,3
202400012788,3,1,0,1,50,1,1
202400012789,3,2,0,1,50,1,1
202400012790,4,2,0,1,30,1,1
202400012791,3,2,0,1,50,1,1
202400012792,3,1,0,1,50,1,1
202400012793,4,2,0,1,50,1,1
202400012794,4,1,0,1,50,1,1
202400012795,4,1,0,1,50,1,1
202400012796,4,1,0,8,50,1,1
202400012797,3,1,0,1,70,2,1
202400012798,4,1,0,1,30,1,1
202400012799,4,1,0,1,30,1,1
202400012800,4,1,6,6,30,1,1
202400012801,7,2,0,1,50,1,1
202400012802,4,1,0,1,50,1,1
202400012803,4,1,0,1,50,1,1
202400012804,4,1,5,1,30,1,1
202400012805,4,1,0,1,50,1,1
202400012806,4,1,0,1,50,1,1
202400012807,4,1,0,1,30,1,1
202400012808,4,1,0,1,30,1,1
202400012809,4,1,0,1,50,1,1
202400012810,4,1,0,1,50,1,1
202400012811,4,2,0,1,50,1,1
202400012812,4,1,0,4,50,1,1
202400012813,2,2,0,1,50,2,3
202400012814,3,1,0,1,70,1,1
202400012815,4,1,0,1,30,1,1
202400012816,4,1,0,1,30,1,1
202400012817,4,1,0,1,30,1,1
202400012818,4,1,9,4,30,1,3
202400012819,4,1,0,4,30,1,1
202400012820,4,1,0,1,30,1,1
202400012821,3,2,0,1,80,1,1
202400012822,4,2,0,1,50,1,1
202400012823,4,2,0,1,50,2,1
202400012824,4,2,0,1,50,1,1
202400012825,3,2,2,1,50,1,3
202400012826,3,2,9,1,90,1,1
202400012827,3,1,0,1,70,1,3
202400012828,3,1,0,1,70,1,1
202400012829,4,1,0,1,50,1,1
202400012830,4,1,0,1,50,1,1
202400012831,4,1,0,1,50,1,1
202400012832,4,1,0,1,50,1,1
202400012833,4,1,0,1,50,1,1
202400012834,4,1,0,8,30,1,1
202400012835,4,1,0,1,50,1,1
202400012836,4,1,9,8,50,1,1
202400012837,4,1,0,1,50,1,1
202400012838,4,1,5,1,50,1,1
202400012839,4,1,0,1,30,1,1
202400012840,4,2,0,1,30,1,1
202400012841,4,1,0,1,30,1,1
202400012842,4,2,0,1,50,1,1
202400012843,4,1,0,1,30,1,1
202400012844,4,2,9,1,30,1,1
202400012845,4,1,0,1,30,1,1
202400012846,4,2,0,1,30,1,1
202400012847,4,2,0,1,30,1,1
202400012848,3,1,0,1,50,1,1
202400012849,3,2,3,1,-1,2,2
202400012850,4,2,0,1,-1,1,1
202400012851,3,1,0,1,110,1,1
202400012852,4,2,0,1,20,1,1
202400012853,3,2,0,1,50,2,1
202400012854,3,1,0,1,30,1,1
202400012855,4,2,0,1,50,1,1
202400012856,4,1,8,1,30,1,1
202400012857,4,1,9,1,30,1,1
202400012858,3,2,9,1,10,1,1
202400012859,3,1,0,1,50,2,1
202400012860,2,1,5,1,50,1,1
202400012861,3,1,5,1,50,1,1
202400012862,3,1,0,1,30,1,3
202400012863,3,1,0,1,80,1,3
202400012864,3,2,0,1,90,2,3
202400012865,3,2,0,1,70,1,3
202400012866,3,1,0,1,-1,1,1
202400012867,3,1,0,8,80,1,3
202400012868,3,1,0,1,30,1,1
202400012869,3,1,0,1,80,1,1
202400012870,4,1,0,1,30,2,1
202400012871,2,1,0,1,80,2,3
202400012872,3,1,0,3,50,1,2
202400012873,3,1,0,3,80,1,1
202400012874,3,1,0,1,90,1,1
202400012875,3,2,0,3,90,2,2
202400012876,3,2,0,3,90,1,1
202400012877,3,1,0,1,90,1,1
202400012878,3,1,0,3,80,1,1
202400012879,3,1,0,1,50,1,1
202400012880,4,1,0,1,50,1,1
202400012881,3,1,0,1,90,2,2
202400012882,3,2,0,3,90,1,3
202400012883,3,1,0,1,70,3,1
202400012884,9,1,0,6,50,2,1
202400012885,4,1,0,1,50,2,2
202400012886,4,2,0,1,50,1,3
202400012887,4,1,0,1,50,1,1
202400012888,3,2,0,1,50,1,1
202400012889,3,2,0,3,80,2,1
202400012890,3,1,0,3,50,1,3
202400012891,4,1,0,3,90,1,1
202400012892,3,1,0,1,50,1,2
202400012893,3,1,0,1,80,1,1
202400012894,4,1,0,1,80,1,1
202400012895,3,1,0,1,80,1,1
202400012896,4,1,0,1,50,1,1
202400012897,3,2,0,1,80,1,1
202400012898,3,2,0,1,80,1,1
202400012899,4,1,0,1,50,1,1
202400012900,3,1,0,3,70,1,2
202400012901,3,1,0,8,90,2,1
202400012902,3,2,0,3,70,1,1
202400012903,4,2,0,1,-1,2,1
202400012904,1,2,0,3,100,2,3
202400012905,3,1,0,1,50,1,1
202400012906,1,1,7,1,70,1,1
202400012907,4,3,0,1,50,1,1
202400012908,3,1,5,1,50,1,1
202400012909,3,2,0,1,70,2,2
202400012910,4,1,0,1,50,1,1
202400012911,4,2,0,1,50,1,1
202400012912,3,1,0,3,80,1,1
202400012913,3,1,0,1,50,1,1
202400012914,3,1,0,1,80,2,2
202400012915,4,2,0,1,50,1,1
202400012916,3,1,0,1,80,2,3
202400012917,3,2,0,3,80,1,3
202400012918,3,1,2,8,80,1,3
202400012919,3,1,0,1,80,1,3
202400012920,4,1,0,1,50,1,3
202400012921,4,1,0,1,-1,1,1
202400012922,3,2,5,1,50,1,1
202400012923,6,1,0,1,-1,1,1
202400012924,3,1,0,1,80,2,1
202400012925,3,1,5,1,50,1,1
202400012926,1,1,8,1,70,1,1
202400012927,1,1,0,1,110,1,1
202400012928,3,1,0,1,70,1,1
202400012929,1,1,0,1,90,1,1
202400012930,1,1,0,1,90,1,1
202400012931,4,1,0,1,50,1,2
202400012932,1,1,0,1,110,1,1
202400012933,7,1,0,1,90,1,1
202400012934,4,1,0,1,50,1,1
202400012935,1,1,3,1,70,1,3
202400012936,7,1,0,1,70,1,1
202400012937,1,1,3,1,110,1,1
202400012938,1,2,0,1,90,1,1
202400012939,1,2,0,1,90,2,1
202400012940,4,1,0,1,30,1,1
202400012941,1,1,0,8,90,2,2
202400012942,3,1,0,1,50,1,1
202400012943,4,1,0,1,50,1,1
202400012944,2,1,1,1,50,1,2
202400012945,3,2,6,1,50,1,1
202400012946,4,1,0,1,50,1,1
202400012947,4,2,0,1,30,1,1
202400012948,4,1,0,1,30,1,1
202400012949,2,1,0,1,50,1,1
202400012950,4,1,0,1,50,1,1
202400012951,3,1,0,1,30,1,1
202400012952,4,2,0,1,50,1,1
202400012953,4,1,0,1,50,1,1
202400012954,4,2,0,1,50,1,3
202400012955,3,1,5,3,50,1,3
202400012956,4,2,0,6,50,1,1
202400012957,4,1,0,1,50,1,1
202400012958,2,1,0,1,50,1,2
202400012959,4,1,0,1,50,1,1
202400012960,4,1,0,1,30,2,1
202400012961,7,1,0,1,30,2,1
202400012962,2,2,0,1,50,1,1
202400012963,2,1,0,1,110,1,1
202400012964,4,1,0,1,50,1,1
202400012965,6,1,9,8,50,1,1
202400012966,4,1,0,1,50,1,1
202400012967,3,1,0,1,80,2,1
202400012968,4,1,0,1,50,1,1
202400012969,3,1,0,3,80,2,1
202400012970,3,1,0,1,50,1,1
202400012971,4,1,-1,1,30,1,1
202400012972,4,1,0,1,30,1,1
202400012973,3,1,0,8,50,1,1
202400012974,4,1,0,1,30,1,1
202400012975,4,1,0,1,50,1,1
202400012976,4,1,0,4,50,1,1
202400012977,3,1,6,4,50,1,1
202400012978,7,1,5,1,50,1,1
202400012979,4,2,0,1,50,1,1
202400012980,4,1,4,6,50,1,1
202400012981,7,1,4,6,50,1,1
202400012982,7,1,0,1,50,1,1
202400012983,4,2,0,1,50,1,1
202400012984,4,1,4,6,50,1,1
