Num_Acc,road_type,road_surface,infrastructure,situation,speed_limit,road_profile,road_layout
202400024075,1,1,0,1,110,1,1
202400024076,3,2,0,1,50,1,1
202400024077,1,1,0,1,130,1,1
202400024078,3,1,5,1,50,2,1
202400024079,1,1,0,1,90,1,1
202400024080,1,1,0,1,130,3,3
202400024081,4,1,0,1,50,1,1
202400024082,4,1,9,8,50,1,2
202400024083,4,1,0,1,500,1,1
202400024084,3,1,0,1,50,1,1
202400024085,4,1,0,1,30,1,1
202400024086,1,1,0,2,130,2,1
202400024087,4,1,2,1,50,1,1
202400024088,1,1,0,1,130,1,1
202400024089,4,1,0,1,30,1,1
202400024090,4,1,0,1,50,1,1
202400024091,4,1,0,3,50,1,1
202400024092,4,1,0,1,30,1,1
202400024093,4,1,0,1,30,2,1
202400024094,3,1,0,1,50,1,1
202400024095,4,1,5,1,50,2,2
202400024096,3,1,5,1,50,2,3
202400024097,2,1,9,1,70,2,1
202400024098,3,1,0,1,50,1,1
202400024099,4,1,0,1,50,1,1
202400024100,3,1,0,1,90,1,1
202400024101,3,1,0,1,-1,1,2
202400024102,3,1,0,1,50,2,3
202400024103,7,1,0,1,50,1,1
202400024104,4,1,0,1,50,1,1
202400024105,4,1,0,4,50,1,1
202400024106,3,1,0,3,80,2,4
202400024107,3,1,0,1,50,1,1
202400024108,3,1,5,1,50,1,1
202400024109,3,1,0,1,30,1,1
202400024110,4,1,0,1,-1,1,1
202400024111,4,1,4,8,50,1,3
202400024112,3,1,0,5,30,1,1
202400024113,4,1,0,1,70,1,1
202400024114,3,1,0,1,90,1,1
202400024115,3,1,0,1,30,1,1
202400024116,4,1,0,1,70,1,1
202400024117,3,1,0,1,50,1,3
202400024118,3,1,5,1,50,1,2
202400024119,4,1,0,1,30,1,1
202400024120,4,1,0,1,30,1,1
202400024121,4,1,0,1,30,1,1
202400024122,3,1,0,1,-1,1,2
202400024123,3,1,0,1,-1,1,1
202400024124,4,2,0,1,30,1,1
202400024125,3,1,0,1,90,1,1
202400024126,1,1,0,3,130,1,1
202400024127,3,1,9,1,50,1,1
202400024128,4,1,0,1,30,1,1
202400024129,3,2,0,1,80,1,1
202400024130,4,1,0,1,30,1,1
202400024131,3,1,0,1,80,2,1
202400024132,4,2,0,1,30,1,1
202400024133,4,1,6,5,30,1,1
202400024134,4,1,0,1,30,1,1
202400024135,2,1,0,1,110,1,1
202400024136,4,1,0,3,80,1,1
202400024137,4,1,0,3,30,2,1
202400024138,4,2,0,1,50,1,1
202400024139,4,2,6,1,30,1,1
202400024140,4,1,0,1,50,2,1
202400024141,3,1,0,1,50,1,1
202400024142,4,1,0,1,30,1,1
202400024143,3,1,0,1,50,2,3
202400024144,3,1,0,1,80,1,1
202400024145,4,1,0,1,30,1,1
202400024146,1,1,0,1,90,1,1
202400024147,3,1,0,1,70,1,1
202400024148,4,1,0,1,50,2,1
202400024149,7,1,0,1,70,1,1
202400024150,3,2,0,4,50,1,1
202400024151,1,1,0,1,90,1,1
202400024152,4,2,0,1,30,2,1
202400024153,1,1,0,1,110,1,1
202400024154,7,2,9,1,50,1,1
202400024155,3,1,0,1,50,1,1
202400024156,2,1,0,1,90,2,1
202400024157,1,1,0,1,90,1,1
202400024158,4,2,0,1,-1,1,1
202400024159,4,1,0,1,50,2,1
202400024160,3,2,0,3,80,1,1
202400024161,3,2,0,1,50,1,1
202400024162,2,1,0,1,70,1,1
202400024163,3,2,0,1,90,1,2
202400024164,3,1,9,3,80,1,3
202400024165,3,1,0,1,50,1,1
202400024166,4,1,0,1,50,1,1
202400024167,3,1,0,1,80,1,3
202400024168,4,1,6,1,30,1,2
202400024169,4,1,0,1,-1,1,1
202400024170,3,1,5,1,50,1,1
202400024171,3,2,0,1,50,1,1
202400024172,4,1,0,1,80,1,3
202400024173,3,1,0,1,50,2,1
202400024174,4,2,0,5,30,1,1
202400024175,3,1,0,1,80,4,1
202400024176,4,1,0,1,30,1,1
202400024177,3,1,0,1,30,1,1
202400024178,2,2,0,1,50,1,2
202400024179,3,1,0,1,50,1,1
202400024180,7,1,2,1,50,1,1
202400024181,3,1,0,1,80,1,1
202400024182,6,2,0,1,50,1,1
202400024183,3,2,0,1,50,1,1
202400024184,4,1,0,1,50,3,1
202400024185,2,1,0,3,110,1,1
202400024186,4,1,0,1,50,1,1
202400024187,4,1,0,1,50,1,1
202400024188,3,2,0,1,50,1,1
202400024189,3,1,0,1,50,1,1
202400024190,3,8,0,1,50,4,3
202400024191,3,1,0,1,50,1,1
202400024192,3,1,0,1,80,1,3
202400024193,3,1,0,1,50,1,1
202400024194,3,2,0,1,90,1,3
202400024195,3,2,5,1,50,1,1
202400024196,3,2,0,8,80,2,3
202400024197,3,1,5,1,30,1,3
202400024198,3,1,0,1,-1,1,1
202400024199,1,1,0,1,130,1,1
202400024200,3,1,8,1,50,2,2
202400024201,7,1,0,1,70,1,1
202400024202,4,1,0,1,30,1,1
202400024203,2,1,0,1,60,1,1
202400024204,3,1,0,1,90,1,1
202400024205,4,1,0,1,50,1,1
202400024206,4,1,0,1,30,2,1
202400024207,3,1,0,1,80,1,1
202400024208,4,1,0,1,50,1,1
202400024209,2,2,3,8,80,1,2
202400024210,1,2,0,1,110,1,3
202400024211,3,2,0,1,50,1,3
202400024212,4,2,0,1,50,1,1
202400024213,3,1,0,1,80,1,1
202400024214,3,1,0,1,50,1,1
202400024215,7,1,0,1,50,1,1
202400024216,3,9,0,1,80,1,2
202400024217,3,2,0,3,90,1,1
202400024218,3,1,0,1,50,2,1
202400024219,1,1,0,1,130,2,1
202400024220,3,1,0,1,90,2,1
202400024221,3,2,0,1,80,1,1
202400024222,3,1,0,3,80,1,3
202400024223,4,1,0,1,50,1,2
202400024224,4,1,0,1,50,1,1
202400024225,3,1,0,1,50,1,3
202400024226,4,1,0,1,50,1,3
202400024227,3,1,0,1,80,1,1
202400024228,4,1,0,1,50,1,3
202400024229,3,1,0,1,90,1,1
202400024230,3,2,0,1,80,1,1
202400024231,4,1,0,4,50,1,1
202400024232,3,1,0,1,50,1,1
202400024233,4,1,0,1,50,2,3
202400024234,3,1,0,3,80,1,4
202400024235,3,3,0,1,50,1,1
202400024236,3,2,0,1,80,3,1
202400024237,4,1,0,1,50,1,1
202400024238,3,2,0,1,50,1,3
202400024239,3,1,0,1,90,2,4
202400024240,4,1,0,1,30,1,1
202400024241,3,1,0,8,-1,3,1
202400024242,3,1,0,1,80,2,3
202400024243,4,1,0,1,30,1,1
202400024244,3,1,0,1,90,1,1
202400024245,3,1,0,3,50,1,1
202400024246,4,1,0,1,50,1,1
202400024247,3,2,0,8,70,2,4
202400024248,4,1,5,1,5,1,1
202400024249,3,1,0,1,50,1,2
202400024250,4,1,0,1,50,1,1
202400024251,4,1,0,3,50,1,4
202400024252,3,1,0,4,30,3,2
202400024253,3,1,0,1,70,1,1
202400024254,3,1,2,1,80,2,1
202400024255,3,1,2,4,80,1,1
202400024256,3,2,0,3,80,1,1
202400024257,3,1,0,1,50,1,1
202400024258,1,1,0,1,90,2,1
202400024259,3,1,0,1,80,2,1
202400024260,3,2,0,1,80,1,1
202400024261,4,1,0,1,50,1,3
202400024262,1,1,0,1,130,2,2
202400024263,3,1,0,3,80,1,1
202400024264,4,1,0,1,30,1,3
202400024265,1,1,0,1,110,1,1
202400024266,3,1,0,1,50,1,1
202400024267,3,1,0,1,80,3,1
202400024268,4,1,0,1,80,1,1
202400024269,4,1,0,1,80,1,1
202400024270,4,1,0,1,50,1,1
202400024271,3,2,0,1,50,1,1
202400024272,3,1,0,1,-1,2,3
202400024273,4,2,0,1,70,1,1
202400024274,3,1,0,1,50,1,1
202400024275,4,2,0,1,50,2,3
202400024276,3,1,0,1,80,3,1
202400024277,4,1,0,1,30,1,1
202400024278,3,1,0,1,80,2,1
202400024279,3,1,0,1,80,1,1
202400024280,3,2,0,1,80,1,1
202400024281,4,1,0,5,30,1,1
202400024282,3,1,0,4,50,1,1
202400024283,3,1,0,6,80,2,1
202400024284,4,1,9,1,30,1,1
202400024285,3,1,0,1,50,2,1
202400024286,2,2,0,1,50,1,1
202400024287,4,1,0,1,30,1,1
202400024288,3,1,0,1,90,2,1
202400024289,4,7,5,1,50,1,1
202400024290,4,1,0,1,30,1,1
202400024291,3,1,2,1,80,1,2
202400024292,3,1,8,1,80,1,1
202400024293,3,1,0,1,50,1,1
202400024294,4,2,0,4,30,1,1
202400024295,3,1,0,8,90,1,1
202400024296,3,1,0,1,50,1,1
202400024297,4,1,0,1,50,1,1
202400024298,4,1,9,1,50,1,1
202400024299,3,1,0,1,50,1,1
202400024300,3,1,0,1,50,1,1
202400024301,3,2,0,1,90,1,1
202400024302,4,2,0,1,-1,2,1
202400024303,7,1,0,6,50,1,2
202400024304,3,1,0,1,30,1,1
202400024305,1,1,0,1,50,1,1
202400024306,3,1,0,1,50,1,1
202400024307,1,1,0,1,70,1,1
202400024308,4,1,0,3,50,1,3
202400024309,3,2,5,8,50,1,3
202400024310,3,1,0,1,80,2,3
202400024311,4,1,0,1,30,1,1
202400024312,3,1,0,1,50,1,1
202400024313,3,1,0,1,80,1,1
202400024314,4,1,0,1,30,1,1
202400024315,3,1,0,4,80,2,3
202400024316,9,1,0,1,-1,2,1
202400024317,3,1,0,1,50,1,1
202400024318,3,1,0,1,50,1,1
202400024319,3,1,0,8,80,1,1
202400024320,4,1,0,1,50,1,2
202400024321,1,1,0,1,130,1,1
202400024322,4,1,0,1,50,1,1
202400024323,3,1,0,1,50,2,1
202400024324,3,1,0,3,80,1,1
202400024325,3,1,0,1,80,1,1
202400024326,4,1,0,4,50,2,1
202400024327,4,1,0,1,50,1,2
202400024328,3,1,0,1,50,2,3
202400024329,3,1,0,1,50,1,1
202400024330,4,1,0,1,-1,1,1
202400024331,3,1,0,1,50,1,2
202400024332,1,1,1,1,70,1,1
202400024333,3,1,0,1,50,1,1
202400024334,1,1,0,1,130,1,1
202400024335,3,1,0,1,80,1,1
202400024336,1,1,0,1,110,1,1
202400024337,4,1,0,3,70,2,1
202400024338,3,9,0,1,50,2,3
202400024339,1,1,0,1,70,1,1
202400024340,3,1,5,1,80,2,1
202400024341,2,1,0,1,70,1,2
202400024342,1,1,0,1,70,1,1
202400024343,3,1,0,1,80,1,1
202400024344,1,1,0,1,70,1,1
202400024345,3,1,0,3,90,1,1
202400024346,4,1,0,8,-1,1,2
202400024347,1,1,2,1,90,1,1
202400024348,3,1,0,1,50,1,1
202400024349,3,1,0,1,30,1,2
202400024350,3,1,0,8,90,2,2
202400024351,4,1,5,1,50,1,1
202400024352,4,9,0,1,50,2,1
202400024353,3,2,0,1,-1,1,1
202400024354,3,1,0,1,90,1,1
202400024355,2,1,0,1,50,1,1
202400024356,2,2,0,1,80,2,3
202400024357,2,1,0,1,70,1,1
202400024358,4,1,0,1,50,1,1
202400024359,4,1,0,1,50,1,1
202400024360,3,1,0,3,50,2,3
202400024361,4,1,0,1,50,1,1
202400024362,3,1,0,3,90,1,2
202400024363,4,1,9,8,50,1,1
202400024364,3,1,0,1,50,1,1
202400024365,4,1,0,1,50,1,1
202400024366,3,1,0,1,50,1,1
202400024367,3,1,0,1,80,1,1
202400024368,3,2,0,1,50,2,1
202400024369,4,1,0,4,50,1,3
202400024370,3,1,3,1,50,1,1
202400024371,3,9,0,8,80,1,2
202400024372,3,1,9,1,50,3,1
202400024373,3,1,0,1,50,1,1
202400024374,3,1,0,1,80,2,2
202400024375,4,1,0,1,30,1,1
202400024376,3,1,5,8,70,1,2
202400024377,2,2,0,1,90,2,1
202400024378,3,1,0,1,50,1,1
202400024379,3,1,0,1,80,1,1
202400024380,4,1,0,1,50,2,2
202400024381,3,1,0,1,50,1,3
202400024382,4,1,0,1,50,1,1
202400024383,3,1,0,1,50,2,2
202400024384,3,1,0,1,80,1,2
202400024385,3,1,0,1,30,1,2
202400024386,3,1,0,1,90,1,1
202400024387,4,1,0,1,10,1,1
202400024388,3,1,0,1,50,1,1
202400024389,3,1,0,1,80,1,1
202400024390,2,1,0,1,50,1,1
202400024391,4,1,0,3,80,2,1
202400024392,4,1,0,1,30,1,1
202400024393,3,1,0,1,50,1,3
202400024394,1,1,0,1,130,2,1
202400024395,2,1,0,1,50,1,1
202400024396,7,1,0,1,70,1,1
202400024397,4,1,0,1,50,2,1
202400024398,3,1,5,1,50,1,2
202400024399,3,1,0,1,80,1,1
202400024400,4,1,0,1,50,1,1
202400024401,3,1,0,8,80,1,1
202400024402,3,1,0,3,80,1,1
202400024403,3,1,2,1,70,1,1
202400024404,3,1,0,5,80,1,1
202400024405,3,1,0,1,30,2,1
202400024406,3,1,5,1,50,1,1
202400024407,4,2,0,1,50,1,1
202400024408,3,1,0,1,80,1,1
202400024409,4,1,0,1,50,1,1
202400024410,3,1,0,1,80,1,1
202400024411,7,1,0,5,50,1,1
202400024412,4,1,0,1,50,2,1
202400024413,4,1,0,1,50,2,1
202400024414,3,1,0,1,-1,1,1
202400024415,4,1,0,1,80,1,2
202400024416,4,1,0,1,30,1,1
202400024417,3,1,0,3,80,1,3
202400024418,3,1,0,4,50,2,2
202400024419,4,1,0,4,50,1,1
202400024420,3,1,8,1,80,1,3
202400024421,4,2,0,1,50,1,1
202400024422,1,1,0,1,90,1,1
202400024423,4,1,0,1,50,1,1
202400024424,4,1,5,1,50,1,1
202400024425,1,1,0,1,110,1,2
202400024426,1,1,0,1,130,1,1
202400024427,4,1,0,1,50,1,1
202400024428,1,2,1,1,70,2,2
202400024429,3,1,0,1,70,2,1
202400024430,1,1,0,1,50,2,1
202400024431,4,1,0,1,50,1,1
202400024432,1,1,9,3,90,1,1
202400024433,1,1,0,1,90,1,1
202400024434,4,2,0,1,30,1,1
202400024435,2,1,0,1,110,1,1
202400024436,1,1,0,1,70,2,2
202400024437,3,1,0,1,80,1,1
202400024438,3,2,5,1,50,1,1
202400024439,1,1,1,1,90,1,1
202400024440,2,2,0,1,70,1,3
202400024441,4,1,9,1,30,1,1
202400024442,4,1,0,1,30,1,2
202400024443,4,1,5,4,50,2,1
202400024444,2,1,0,1,50,4,1
202400024445,4,1,0,1,50,1,1
202400024446,4,1,0,1,50,2,1
202400024447,7,1,0,1,50,1,1
202400024448,4,1,0,1,50,1,1
202400024449,4,2,0,1,30,2,1
202400024450,3,1,9,1,50,1,1
202400024451,4,1,0,1,70,3,2
202400024452,4,1,-1,1,30,2,1
202400024453,4,1,0,8,50,1,1
202400024454,3,1,0,1,80,1,1
202400024455,3,1,0,1,50,1,1
202400024456,1,1,0,1,130,1,1
202400024457,4,1,0,1,50,1,1
202400024458,4,1,0,1,50,1,1
202400024459,4,1,0,1,50,1,1
202400024460,4,1,0,1,50,3,1
202400024461,4,2,0,1,50,1,1
202400024462,2,1,0,1,90,1,1
202400024463,4,1,0,1,50,1,1
202400024464,4,2,0,1,50,1,1
202400024465,7,1,5,1,50,1,1
202400024466,4,1,0,1,50,1,1
202400024467,4,1,0,1,50,1,1
202400024468,4,1,0,1,30,1,1
202400024469,4,1,0,1,50,1,1
202400024470,2,2,0,1,80,1,1
202400024471,3,1,0,1,50,1,1
202400024472,4,2,0,1,30,4,1
202400024473,3,1,0,1,50,1,1
202400024474,3,1,0,1,70,1,3
202400024475,3,1,0,1,50,1,1
202400024476,4,1,0,1,50,1,1
202400024477,7,1,0,1,50,1,1
202400024478,4,1,0,1,50,1,1
202400024479,4,1,0,3,70,1,1
202400024480,4,1,0,1,50,1,1
202400024481,3,1,0,6,50,1,1
202400024482,4,1,0,1,50,1,1
202400024483,3,2,0,1,50,1,1
202400024484,4,1,0,1,50,1,1
202400024485,4,1,9,1,50,1,1
202400024486,4,1,0,1,70,1,1
202400024487,4,1,1,1,70,1,1
202400024488,4,1,1,1,70,1,1
202400024489,4,1,0,1,70,1,1
202400024490,4,1,0,1,30,1,1
202400024491,4,1,0,1,30,1,1
202400024492,4,1,0,1,30,1,1
202400024493,4,2,6,5,30,1,1
202400024494,4,1,0,1,30,1,1
202400024495,4,2,0,1,50,1,1
202400024496,4,1,0,1,30,1,1
202400024497,4,1,0,1,30,1,1
202400024498,4,1,0,1,30,1,1
202400024499,4,1,0,4,30,1,1
202400024500,4,1,0,8,30,2,1
202400024501,4,1,0,5,30,1,1
202400024502,4,1,0,1,30,1,1
202400024503,4,1,0,1,30,1,1
202400024504,4,2,0,1,30,1,1
202400024505,4,1,0,1,30,1,1
202400024506,4,1,0,1,30,1,1
202400024507,3,1,5,1,30,1,1
202400024508,4,1,0,1,30,1,1
202400024509,3,1,0,1,30,1,1
202400024510,3,1,0,1,50,2,1
202400024511,4,1,0,1,50,1,1
202400024512,4,1,0,1,50,1,1
202400024513,3,1,5,1,50,1,1
202400024514,3,1,9,1,70,3,2
202400024515,1,1,3,1,30,2,2
202400024516,3,2,0,1,50,2,1
202400024517,3,1,0,1,50,1,1
202400024518,4,1,0,1,30,1,1
202400024519,4,1,0,1,-1,1,1
202400024520,3,1,0,1,50,1,1
202400024521,3,1,0,1,50,1,2
202400024522,4,1,0,1,30,2,1
202400024523,3,1,0,1,50,2,1
202400024524,3,1,0,1,50,1,1
202400024525,4,2,0,1,50,1,1
202400024526,3,1,2,1,50,2,1
202400024527,3,2,0,1,50,1,1
202400024528,3,1,0,1,50,1,1
202400024529,3,2,0,1,50,1,1
202400024530,3,2,5,1,50,1,1
202400024531,3,2,0,5,25,1,4
202400024532,3,1,5,3,80,1,1
202400024533,1,1,0,1,130,1,1
202400024534,4,1,0,1,50,1,1
202400024535,1,1,8,1,130,2,1
202400024536,3,1,0,1,50,1,1
202400024537,4,2,0,6,30,1,1
202400024538,3,1,0,1,80,1,1
202400024539,4,2,0,1,50,1,1
202400024540,3,1,0,4,50,1,2
202400024541,3,2,0,1,50,1,1
202400024542,7,1,0,1,80,1,2
202400024543,4,1,0,1,50,2,3
202400024544,2,1,0,3,110,1,1
202400024545,1,1,0,1,130,1,1
202400024546,3,2,0,1,70,1,3
202400024547,3,2,0,3,80,4,1
202400024548,4,1,0,1,50,1,1
202400024549,3,2,5,1,50,1,2
202400024550,4,2,0,1,50,2,1
202400024551,3,1,0,1,50,1,1
202400024552,3,1,0,3,80,2,2
202400024553,4,2,5,1,50,4,1
202400024554,3,1,0,8,80,2,3
202400024555,3,1,0,1,80,2,3
202400024556,3,2,0,8,80,2,2
202400024557,4,2,-1,1,50,1,1
202400024558,3,1,5,1,70,1,2
202400024559,3,1,0,1,80,1,4
202400024560,4,2,0,1,50,1,1
202400024561,4,1,0,3,-1,1,1
202400024562,4,2,9,4,50,1,3
202400024563,2,1,5,1,80,1,1
202400024564,3,2,0,1,80,1,2
202400024565,4,2,9,8,20,1,1
202400024566,3,1,0,1,80,1,1
202400024567,4,4,0,1,50,1,1
202400024568,3,1,0,1,80,4,1
202400024569,4,1,0,1,50,2,1
202400024570,4,1,0,1,90,2,1
202400024571,3,1,0,8,90,1,1
202400024572,4,2,0,1,50,2,1
202400024573,4,9,0,1,80,2,1
202400024574,2,2,0,1,90,1,1
202400024575,4,1,0,1,80,1,1
202400024576,4,1,0,8,30,1,1
202400024577,4,1,0,1,50,2,1
202400024578,4,2,0,1,50,1,1
202400024579,4,1,6,1,30,1,1
202400024580,4,2,0,1,50,1,1
202400024581,3,1,0,1,50,1,1
202400024582,4,2,0,1,30,1,1
202400024583,4,2,0,5,30,1,1
202400024584,4,2,0,1,30,2,1
202400024585,4,2,0,1,30,4,1
202400024586,4,2,0,1,30,1,1
202400024587,4,2,2,1,30,1,1
202400024588,4,2,0,1,30,1,1
202400024589,4,2,0,1,30,1,1
202400024590,4,1,0,5,30,1,1
202400024591,4,1,0,1,30,1,1
202400024592,4,2,9,1,30,3,1
202400024593,4,2,0,1,30,1,1
202400024594,3,2,0,1,30,1,1
202400024595,3,2,0,1,15,1,1
202400024596,4,2,0,1,50,1,1
202400024597,4,2,0,1,50,1,1
202400024598,3,2,0,1,50,1,2
202400024599,4,2,9,1,50,1,1
202400024600,4,2,0,1,50,3,1
202400024601,3,1,0,1,50,1,1
202400024602,3,2,0,1,50,1,1
202400024603,3,2,0,8,50,1,1
202400024604,4,2,0,1,50,1,1
202400024605,3,2,0,1,50,2,1
202400024606,4,3,6,1,30,1,1
202400024607,7,1,0,1,70,1,1
202400024608,4,1,0,1,50,1,1
202400024609,3,2,0,3,70,1,1
202400024610,4,1,0,1,30,1,1
202400024611,4,6,0,1,50,2,1
202400024612,1,1,0,1,130,1,2
202400024613,3,1,0,8,50,1,1
202400024614,3,2,0,1,90,2,1
202400024615,3,2,0,1,90,2,1
202400024616,3,2,0,1,80,2,1
202400024617,2,2,8,1,50,1,1
202400024618,3,2,0,1,90,1,1
202400024619,2,1,2,1,80,2,3
202400024620,3,1,0,1,80,1,3
202400024621,9,9,0,1,80,1,1
202400024622,3,2,0,1,80,1,1
202400024623,4,2,0,3,50,1,1
202400024624,3,2,0,1,80,1,1
202400024625,2,2,0,1,80,1,3
202400024626,3,1,0,1,80,1,1
202400024627,3,2,0,1,80,1,1
202400024628,3,2,5,1,80,1,1
202400024629,3,2,0,1,80,1,1
202400024630,3,2,0,1,50,1,2
202400024631,2,2,0,3,110,2,1
202400024632,3,4,0,3,80,1,2
202400024633,4,2,0,3,90,1,2
202400024634,3,1,0,1,50,2,1
202400024635,1,1,0,1,130,1,1
202400024636,3,1,0,1,80,1,2
202400024637,2,1,0,1,80,2,2
202400024638,1,2,0,1,130,1,1
202400024639,3,1,0,1,50,1,3
202400024640,3,2,0,1,50,1,3
202400024641,3,1,0,1,80,1,1
202400024642,1,1,0,1,130,1,1
202400024643,4,1,0,1,50,1,1
202400024644,1,2,0,1,110,2,1
202400024645,2,1,8,1,80,1,2
202400024646,3,2,0,1,80,1,1
202400024647,4,1,0,1,30,2,1
202400024648,4,2,0,5,30,1,1
202400024649,3,1,0,1,50,1,1
202400024650,3,2,0,1,-1,1,1
202400024651,4,1,0,3,80,2,1
202400024652,3,2,0,1,80,2,1
202400024653,3,2,0,1,80,2,4
202400024654,1,1,0,1,90,1,1
202400024655,2,1,0,1,90,1,1
202400024656,2,2,1,1,70,1,1
202400024657,1,1,0,1,70,1,1
202400024658,2,2,2,1,70,1,1
202400024659,1,1,1,1,70,1,1
202400024660,1,2,0,1,90,1,1
202400024661,1,2,0,1,70,4,3
202400024662,3,1,9,3,90,3,2
202400024663,2,1,0,1,70,1,3
202400024664,3,1,0,1,30,1,3
202400024665,2,1,0,1,80,1,1
202400024666,4,1,0,1,50,1,1
202400024667,4,1,0,1,70,1,1
202400024668,4,1,0,1,30,1,1
202400024669,4,1,0,1,50,1,1
202400024670,2,1,0,1,90,1,1
202400024671,2,1,0,1,50,1,1
202400024672,4,1,0,8,30,1,1
202400024673,5,1,0,8,30,1,1
202400024674,3,1,0,1,50,1,1
202400024675,3,1,0,1,50,1,1
202400024676,3,1,0,1,50,1,1
202400024677,2,1,0,1,50,1,3
202400024678,4,2,0,1,30,1,1
202400024679,4,2,0,1,30,1,1
202400024680,4,2,0,1,30,1,1
202400024681,3,1,0,8,70,2,1
202400024682,2,1,0,1,50,1,1
202400024683,2,1,2,1,90,2,1
202400024684,3,1,0,1,50,1,2
202400024685,4,1,9,1,30,1,1
202400024686,3,1,5,1,50,1,1
202400024687,3,2,9,8,50,1,1
202400024688,4,2,5,1,50,1,1
202400024689,4,2,0,8,20,1,1
202400024690,4,2,0,1,50,1,1
202400024691,4,1,0,1,50,1,1
202400024692,3,1,0,2,-1,1,1
202400024693,4,2,0,1,50,1,1
202400024694,3,1,0,1,80,1,2
202400024695,3,2,0,1,80,1,1
202400024696,3,2,0,1,70,1,1
202400024697,4,4,0,1,50,1,1
202400024698,4,2,0,1,50,1,1
202400024699,4,1,0,1,50,1,1
202400024700,4,2,0,1,50,1,1
202400024701,4,1,9,1,50,1,1
202400024702,4,1,0,1,50,1,1
202400024703,3,1,0,1,30,1,3
202400024704,7,1,0,1,50,1,1
202400024705,4,1,0,1,30,1,1
202400024706,4,1,0,1,50,1,3
202400024707,4,1,9,1,20,1,1
202400024708,4,1,9,1,30,2,1
202400024709,4,1,5,1,30,1,1
202400024710,3,1,0,1,80,1,1
202400024711,4,2,0,1,50,1,1
202400024712,4,2,0,1,50,4,1
202400024713,4,1,0,1,50,1,1
202400024714,3,2,0,1,90,1,1
202400024715,4,2,2,4,50,1,2
202400024716,4,2,0,1,50,1,1
202400024717,3,1,0,1,50,1,1
202400024718,4,2,0,1,50,1,1
202400024719,4,2,0,1,50,1,2
202400024720,3,2,9,1,50,1,2
202400024721,4,1,0,1,30,1,1
202400024722,2,2,0,1,90,2,3
202400024723,4,1,0,1,50,1,1
202400024724,4,2,9,5,50,1,1
202400024725,4,2,2,1,90,2,3
202400024726,4,2,0,5,50,1,1
202400024727,4,1,0,1,50,1,1
202400024728,7,1,0,1,50,1,1
202400024729,4,2,0,1,50,1,1
202400024730,4,2,0,1,30,1,1
202400024731,4,1,0,1,50,1,1
202400024732,4,1,0,1,50,1,1
202400024733,3,1,0,4,50,1,1
202400024734,4,2,0,1,50,2,3
202400024735,3,1,0,1,50,1,1
202400024736,3,2,0,1,90,1,1
202400024737,4,1,0,1,50,1,1
202400024738,4,1,0,1,50,1,1
202400024739,4,1,0,1,50,1,1
202400024740,4,1,0,1,50,1,1
202400024741,3,2,8,1,50,3,1
202400024742,4,2,0,1,30,1,1
202400024743,3,1,0,1,80,1,2
202400024744,4,1,0,1,50,1,1
202400024745,9,1,0,1,50,1,1
202400024746,4,1,2,5,50,2,1
202400024747,4,1,0,3,30,1,3
202400024748,4,1,0,1,50,1,1
202400024749,4,1,0,1,30,1,1
202400024750,4,1,1,1,50,1,1
202400024751,4,1,1,1,50,1,1
202400024752,2,1,0,4,50,1,1
202400024753,3,1,0,1,50,1,1
202400024754,6,1,9,8,30,2,2
202400024755,3,1,0,1,50,2,1
202400024756,4,1,0,4,50,1,2
202400024757,3,1,0,1,50,1,1
202400024758,3,1,9,1,50,1,1
202400024759,4,1,0,1,30,1,3
202400024760,9,9,9,8,30,1,1
202400024761,4,1,9,1,50,3,2
202400024762,4,1,0,1,50,1,1
202400024763,4,1,0,1,70,1,1
202400024764,4,1,0,1,50,1,1
202400024765,4,1,5,1,30,1,2
202400024766,4,1,0,6,30,1,1
202400024767,4,1,0,1,30,1,1
202400024768,4,1,0,1,50,1,1
202400024769,4,1,0,1,50,1,1
202400024770,7,1,0,1,40,1,1
202400024771,4,1,0,1,50,1,1
202400024772,4,1,0,3,50,1,1
202400024773,4,1,0,1,50,1,1
202400024774,4,8,0,1,50,1,1
202400024775,3,1,9,1,30,1,1
202400024776,4,1,0,1,50,1,2
202400024777,4,1,0,3,50,1,2
202400024778,4,1,0,1,50,1,1
202400024779,4,1,0,1,50,1,1
202400024780,3,1,0,1,50,1,1
202400024781,3,1,0,1,50,1,3
202400024782,3,1,0,1,50,1,1
202400024783,4,1,6,4,30,1,3
202400024784,3,1,5,1,50,1,1
202400024785,4,1,0,1,50,1,1
202400024786,4,1,0,5,20,1,1
202400024787,4,1,5,4,50,1,1
202400024788,3,1,0,1,50,1,1
202400024789,4,1,0,1,50,2,1
202400024790,4,1,0,1,30,1,1
202400024791,4,1,9,1,50,1,1
202400024792,4,1,0,1,30,1,1
202400024793,4,1,9,1,50,1,3
202400024794,4,1,0,1,50,1,2
202400024795,4,1,8,1,30,1,1
202400024796,4,1,9,1,30,1,2
202400024797,4,1,0,1,30,3,2
202400024798,4,1,5,5,50,1,1
202400024799,4,1,-1,1,50,1,1
202400024800,4,1,0,1,50,1,1
202400024801,3,1,0,1,90,1,2
202400024802,3,1,0,1,50,1,1
202400024803,4,1,0,1,50,3,1
202400024804,9,1,2,1,50,1,2
202400024805,4,1,0,1,50,1,1
202400024806,4,1,0,1,50,1,1
202400024807,4,1,0,1,50,1,1
